2.3291,2.1807,2.1282,2.0511,1.9284,1.9632,1.9220,1.9192,1.9330,1.9256,1.9313,1.8534,1.8590,1.7397,1.7966,1.2522,0.5565,0.5619,0.6095,0.7397,0.6247,1.1348,1.5913,1.5482,1.4507,1.6014,1.3979,1.0958,0.7920,0.8600,0.8115,1.6460,1.5471,1.2103,1.4244,1.7730,1.7025,1.4910,1.6012,1.4579,1.7173,NQC,1.3397,1.3509,0.9279,1.5064,1.4632,1.5903,0.7541,0.8828,0.9927,0.8851,0.9566,1.3941,1.0164,-0.3267,0.4524,0.9372,0.7801,0.6915,0.8876,1.3708,1.3773,0.7229,0.7269,0.9164,0.8662,0.8963,1.1359,0.6376,0.6820,0.7418,0.9017,0.7985,0.6243,0.6814,1.1918,1.4017,1.7728,1.9678,1.6683,1.1695,1.3333,1.1391,1.1363,1.2979,1.1294,1.7455,2.0424,0.9139,1.5056,0.6223,0.6830,1.2141,1.2960,1.4581,1.2310,1.9701,2.0846,1.7704,1.5946,1.0948,1.3107,1.8649,0.9724,0.8889,1.8307,1.4741,1.2134,1.2255,1.3437,1.2431,1.3079,1.8325,1.4649,1.7847,1.0994,0.7264,0.9812,1.0719,0.5700,1.2285,1.2573,1.9945,1.7175,1.4168,1.4740,1.6375,1.9032,1.3011,1.3761,1.0826,1.3599,2.0155,0.7894,0.7089,1.1307,1.2184,1.5789,NQC,1.4908,1.2078,1.1083,0.9072,0.5253,0.5465,0.6931,1.0742,1.2580,1.1406,1.0749,1.3571,1.3835,0.6785,1.1720,1.4529,1.3382,1.2516,1.0364,1.1122,1.0310,1.0762,0.8520,0.9558,0.7172,1.9344,1.7920,NQC,1.7920,2.0822,NQC,1.6112,1.6035,1.4676,1.5512,1.3650,1.3887,1.6318,1.3776,1.5406,1.3125,1.2039,1.1214,1.0119,0.8342,0.9337,0.8325,0.8762,1.0020,0.7898,0.8779,0.7477,0.7425,NQC,1.7286,1.5947,1.7857,1.6366,1.3351,1.4089,1.3427,1.3929,1.3248,1.3488,1.3746
2.3707,2.1855,2.1374,2.0542,1.7173,1.9682,1.9214,NQC,1.8387,1.6995,1.7018,1.6740,1.6856,1.6297,1.6299,1.2548,0.5238,0.4569,0.6179,0.7908,0.6284,1.1721,1.5884,1.5471,1.3456,1.6194,1.2069,1.1202,0.8476,0.8733,0.5708,NQC,1.5482,1.2068,1.4146,NQC,NQC,1.3858,1.6700,1.5236,NQC,1.5924,1.2532,1.2712,0.9230,1.4276,1.4477,1.6147,0.6059,0.8656,1.0639,0.8549,0.8936,1.4167,1.0056,-0.1833,0.6094,0.9467,0.8641,0.2118,0.8974,1.3960,1.3852,0.6386,0.6597,0.7857,0.8845,0.8667,1.1187,0.5771,0.6047,0.6948,1.0177,0.7586,0.5630,0.6849,1.1805,1.4718,1.7541,1.9888,1.6741,1.1565,1.3469,1.1502,1.1888,1.3047,1.1579,1.7766,2.0801,0.9045,1.6869,0.7256,0.7327,1.2185,1.2891,1.4721,1.2353,1.9030,2.0104,1.7685,1.5945,1.0996,1.3502,1.8649,0.8293,0.8634,1.8307,1.5911,1.2047,1.2013,1.3458,1.2752,1.3079,1.7346,1.5509,1.7847,1.0994,0.7264,0.9192,0.9177,0.5596,1.1100,1.1903,1.7853,1.5874,1.1760,1.4419,1.4945,1.7938,1.2084,1.2718,1.0763,1.2546,1.9455,0.7940,0.5588,0.8328,1.0153,1.5880,1.3480,1.4889,1.2616,1.0052,0.6830,-0.1695,0.5160,0.5979,1.0635,1.2778,1.1953,1.0546,1.3587,1.3714,0.5653,1.1607,1.4541,1.3416,1.2572,0.9267,1.1131,0.8122,0.7285,0.8863,0.9408,0.5815,1.9372,1.7698,1.4869,1.6519,2.0990,NQC,1.4385,1.5005,1.4058,1.5557,1.2145,1.3905,1.6971,1.2181,1.5421,1.3211,1.2051,1.1208,1.0149,0.7551,0.9362,0.8174,0.7607,1.0268,0.7977,0.8973,0.7455,0.7223,0.7295,1.7287,1.5951,1.7872,1.6388,1.2844,1.4147,1.2860,1.3713,1.2881,1.3487,1.3754
2.3290,2.2109,2.1294,2.0739,1.7933,1.9664,1.9138,NQC,1.8743,1.7943,1.7883,1.7794,NQC,1.7389,1.7536,1.3334,0.6754,0.6839,0.6882,0.7605,0.6734,1.2384,1.6106,1.5525,1.5376,1.6262,1.3177,1.1361,1.0606,0.9305,NQC,1.6379,1.5493,1.4193,1.4823,NQC,1.7350,NQC,1.6244,1.5567,1.7356,1.7365,1.3954,1.3911,0.9585,1.4185,1.4922,1.6163,0.8168,0.8960,1.0550,0.9022,0.8773,1.4588,1.0626,-0.4555,0.3519,0.9595,0.7590,0.5892,0.5798,1.4406,1.3910,0.8260,0.7919,0.8999,0.9188,0.7997,1.1510,0.7135,0.6554,0.7341,1.0792,0.7966,0.6519,0.7093,1.2728,1.5275,1.7671,1.9878,1.6779,1.1282,1.3420,1.2124,1.1598,1.3256,1.1095,1.7734,2.0743,1.0474,1.5699,1.0479,1.0351,1.2120,1.2939,1.4768,1.2738,1.9907,2.0297,1.7439,1.5849,1.1025,1.3068,1.8649,0.9211,0.8098,1.8307,1.4992,1.2283,1.2308,1.3443,1.3384,1.3079,1.8408,1.4936,1.7847,1.0994,0.7264,0.8626,0.3273,0.4447,1.1906,0.7642,1.7393,1.6676,1.3288,1.4166,1.5972,1.6909,1.2690,1.3538,1.1189,1.4295,1.9949,0.8341,0.5812,0.8076,1.1204,1.5795,1.5123,1.5149,1.2077,1.0480,1.0577,NQC,0.6528,0.6718,1.0312,1.2344,1.1809,1.0421,1.3464,1.3718,0.7742,1.2519,1.4561,1.3449,1.2610,NQC,1.1162,NQC,NQC,0.8461,0.9576,0.8333,1.9365,1.7828,NQC,1.6522,2.0979,NQC,1.5898,1.5975,1.4616,1.5598,1.3225,1.3905,1.6326,1.2521,1.5588,1.3232,1.2060,1.1209,1.0114,0.8430,0.9315,0.8346,0.8280,1.2658,0.7906,0.8834,0.7560,NQC,NQC,1.7307,1.5942,1.8093,1.6385,1.5296,1.4119,1.3453,NQC,1.3377,1.3496,1.4056
NQC,2.2968,NQC,2.0739,1.7872,1.9687,NQC,NQC,1.8363,NQC,1.7716,1.7449,NQC,1.6640,1.7408,1.4595,0.7933,0.6612,0.6106,0.7691,0.6643,1.2096,1.5956,1.5786,1.3450,1.7145,1.2758,1.0996,1.0120,0.9843,0.6819,1.6217,NQC,1.2417,NQC,NQC,1.7033,1.6434,1.6129,1.4765,1.7341,NQC,1.1685,1.3946,0.8739,1.4405,1.3620,1.4708,0.6266,0.7577,1.0780,0.9075,0.7280,1.5970,0.9308,NQC,0.3412,NQC,0.7599,0.5058,0.5047,1.3812,1.4481,0.8408,0.8045,0.8457,0.9340,1.0165,1.0444,0.5812,0.6677,0.6216,1.2520,0.6729,0.6137,0.5803,1.1920,1.5921,1.8856,2.0972,1.6789,1.2615,NQC,1.2543,1.2292,1.3088,1.3681,1.8145,2.3320,1.2019,1.5243,1.1156,NQC,1.2531,1.3749,1.4526,1.2407,NQC,2.1748,1.7970,1.6401,NQC,1.4127,1.8649,0.8755,0.8429,1.8307,1.7073,1.2301,1.2385,1.3447,1.3585,1.3079,1.9011,1.3351,1.7847,1.0994,0.7264,1.1105,1.0894,0.2802,1.2424,1.2876,1.6774,1.4862,0.8462,1.3733,1.3364,1.6317,1.0395,1.0573,0.8678,1.2700,1.9398,0.7987,0.6601,0.7680,0.6986,NQC,1.0885,NQC,1.2619,1.0691,1.3762,0.7828,0.6103,0.5706,1.1599,1.2036,1.1829,1.1319,1.3524,1.4150,0.6840,1.5126,1.4542,1.3581,1.2755,0.9328,1.1383,1.1028,1.1412,0.8831,NQC,0.7147,1.9409,NQC,1.4228,1.6780,2.1655,NQC,1.5586,1.4806,1.3141,NQC,1.1854,1.4010,NQC,0.9575,NQC,1.5311,1.2341,NQC,1.0258,0.6861,0.9426,0.5816,0.5710,0.9429,0.8192,NQC,0.7686,0.5330,0.5416,1.7346,1.6051,1.7977,1.6386,1.2803,1.4366,NQC,NQC,1.2976,1.3515,1.3770
2.3559,2.1825,2.1436,2.0513,1.8311,1.9900,1.9032,NQC,1.8596,1.8493,1.8217,1.8114,NQC,1.7606,1.8032,1.4388,0.6872,0.7180,0.6807,0.7545,0.6825,1.2612,1.5993,1.5708,1.2652,1.5986,1.1961,1.1266,0.7811,0.8608,0.7465,1.6399,1.5888,1.2591,1.4286,1.7443,1.7012,1.4908,1.6772,1.5210,1.7010,1.6766,1.2955,1.4609,1.0192,1.3420,1.4421,1.4245,0.7992,0.8884,1.1401,0.9266,0.8381,1.4669,0.9018,0.3080,0.3621,0.9408,0.8567,0.8567,1.0943,1.4058,1.4187,0.8647,0.8178,0.9187,0.8886,0.9048,1.1798,0.7154,0.7088,0.6941,1.1461,0.7375,0.6746,0.6702,1.2288,1.4957,1.7680,2.0370,1.6721,1.0360,1.3516,1.0656,1.1960,1.3622,1.0182,1.7642,2.0387,1.2227,1.5363,NQC,NQC,1.2239,1.2949,1.4538,1.2318,1.9801,2.0142,1.7482,1.6413,1.1425,1.3376,1.8649,0.9010,0.8630,1.8307,1.5635,1.2263,1.2168,1.3507,1.3196,1.3079,1.8287,1.5982,1.7847,1.0994,0.7264,1.0483,0.9879,0.3654,1.1154,1.0943,1.6360,1.5978,1.1397,1.4389,1.5808,1.6468,1.2405,1.3611,1.0254,1.4031,1.9792,0.8043,0.4735,1.0183,1.0152,1.5781,1.4609,1.5025,1.2394,1.0130,1.0177,0.7137,0.7213,0.7613,1.2136,1.2039,1.2033,1.1848,1.3597,1.3689,0.7317,1.1684,1.4570,1.3415,1.2514,1.1642,1.1637,NQC,NQC,0.8953,0.9452,NQC,1.9388,1.7947,NQC,1.6797,2.0884,NQC,1.5922,1.5673,1.4570,1.5612,1.1902,1.3908,1.6383,NQC,1.5434,1.3178,1.2056,1.1348,1.0120,0.7715,0.9366,0.7689,0.7916,0.9669,0.8161,0.9221,0.7461,0.7200,0.7022,1.7272,1.5950,1.7921,1.6366,1.2716,1.4152,1.2786,1.3265,1.2899,1.3513,1.3737
2.3427,2.2089,NQC,NQC,1.7018,1.9859,NQC,1.4755,1.8460,NQC,1.6030,NQC,1.4637,1.4199,1.4124,1.3029,0.5198,0.4581,0.6229,0.8013,0.8534,1.1471,NQC,NQC,1.1380,NQC,1.2830,NQC,0.8015,0.8594,0.6710,NQC,NQC,1.1110,NQC,NQC,NQC,1.2272,NQC,1.3470,NQC,1.3486,1.2072,1.2226,0.7865,1.2076,1.2702,1.1100,0.6292,0.6972,1.0359,0.8297,0.7520,1.4905,0.7767,0.0795,0.2022,NQC,1.1022,-0.0293,-0.0204,1.3937,1.3756,0.6723,0.6617,0.8873,0.7145,0.5706,1.0359,0.5183,0.5628,0.4774,0.8048,0.5414,0.5367,0.4481,1.1111,1.5892,1.7753,1.9772,1.6987,0.9040,1.3800,1.0572,1.1363,1.3396,0.9859,1.7794,NQC,1.0157,1.5091,NQC,0.9856,1.2177,1.4518,1.4883,1.2490,NQC,NQC,1.8251,1.6100,1.1203,1.3310,1.8649,0.6732,0.6955,1.8307,1.6462,1.1547,1.1478,1.3471,1.2935,1.3079,1.6899,1.5818,1.7847,1.0994,0.7264,0.4934,0.7753,0.0912,0.9478,1.1927,1.9273,1.3657,0.5036,1.4169,1.3968,1.5131,0.9727,0.9852,0.8245,0.9558,1.9419,0.8155,-0.0056,0.8699,NQC,NQC,1.0362,NQC,1.3012,1.0167,0.9136,0.4664,0.4857,0.6441,0.9698,1.1673,1.0688,0.9398,1.3682,1.4695,0.7077,NQC,NQC,NQC,1.2856,0.9545,1.1921,0.7924,0.4780,0.8860,NQC,0.4038,1.9378,1.8383,1.3966,1.6680,2.0784,0.9990,1.3472,1.1419,0.9854,NQC,NQC,NQC,2.1144,0.5758,NQC,NQC,NQC,NQC,NQC,0.7215,0.9413,0.4292,0.2757,0.8777,0.9832,NQC,NQC,NQC,0.1403,1.7297,1.5953,1.7948,1.6374,1.1822,1.4165,1. 1807,1.2214,1.2925,1.3521,1.3981
2.3357,2.1812,2.1291,2.0745,2.0383,1.9683,1.8991,NQC,1.9164,1.8923,1.8930,1.8577,1.8520,1.7700,1.8109,1.3776,0.6863,0.6604,0.6428,0.7414,0.6488,1.2553,1.5909,1.5497,1.5446,1.6182,1.2205,1.1095,NQC,0.9459,1.1530,NQC,1.5502,NQC,1.5217,1.7546,1.7002,NQC,1.6570,1.5096,1.7300,1.7300,1.4139,1.4447,1.0090,1.4468,1.4933,1.6413,0.7761,0.9190,1.0457,0.9510,0.9380,1.4686,1.0826,0.4243,0.2611,0.9711,0.7865,0.8148,0.7789,1.4483,1.4132,0.9061,0.8494,0.9326,0.9616,1.0531,1.1929,0.7620,0.6639,0.7425,1.1258,0.7976,0.6850,0.7087,1.2515,1.5627,1.7983,2.0890,1.6740,1.2466,1.3454,1.4678,1.2601,1.3160,1.2389,1.7683,2.2984,1.1252,1.5758,1.0816,1.0795,1.2098,1.3053,1.4533,1.2237,1.9362,2.0721,1.7916,1.5902,1.1945,1.3367,1.8649,0.9710,0.9118,1.8307,1.5315,1.2168,1.1951,1.3486,1.3466,1.3079,1.6776,1.4356,1.7847,1.0994,0.7264,1.0708,1.0089,0.6508,1.2382,0.7368,2.0480,1.7159,1.3822,1.4789,1.5786,1.7153,1.3395,1.3782,1.1030,1.4284,1.8940,0.8201,0.6819,0.8309,1.2517,1.5754,NQC,1.5184,1.2175,1.1580,1.0440,NQC,0.5815,0.6541,1.2264,1.2925,1.2839,1.1927,1.3730,1.4297,0.7506,1.1804,1.4810,1.3421,1.2611,1.0895,1.1172,1.1021,NQC,0.8821,0.9524,NQC,1.9345,1.8072,NQC,1.8072,2.0817,NQC,1.6046,1.6142,1.4916,1.5517,NQC,1.4627,1.6311,NQC,1.5405,1.3117,1.2076,1.1282,1.0156,0.8888,0.9323,NQC,0.9263,1.2342,0.8100,0.8779,0.7548,0.7330,0.7638,1.7296,1.5999,1.7894,1.6379,NQC,1.4093,NQC,1.3322,1.3279,1.3489,NQC
2.3413,2.1867,2.1302,2.0513,NQC,1.9661,1.9236,NQC,1.9440,1.9279,1.9625,1.8652,1.8631,1.7838,1.8085,1.4518,0.7699,0.7230,0.7073,0.7522,0.7096,1.2592,1.6169,1.5713,NQC,1.6143,1.1975,1.0935,NQC,0.9557,NQC,1.6292,1.5521,NQC,1.4894,1.7528,1.7101,1.6634,1.6869,1.5889,1.7164,1.7566,1.4349,1.4795,1.0070,1.4906,1.5086,1.6538,0.8267,0.9321,1.0803,0.9188,0.9780,1.4217,1.1137,NQC,0.3514,0.9760,0.7523,0.6177,0.2701,1.4523,1.4330,0.9053,0.8442,0.9710,0.9421,1.1777,1.1850,0.7241,0.7298,0.7855,1.1343,0.8070,0.7028,0.7080,1.2273,1.4561,1.8046,1.9936,1.6847,1.4037,1.3435,NQC,1.3584,1.4654,1.3657,1.7451,2.0622,1.1649,1.5343,1.1884,1.1790,1.2277,1.3146,1.4760,1.2399,1.8953,2.0056,1.7527,1.5820,NQC,1.3445,1.8649,1.0186,0.9153,1.8307,1.5698,1.2232,1.2222,1.3456,1.3489,1.3079,1.6881,1.6276,1.7847,1.0994,0.7264,1.0556,0.6952,0.3788,1.2384,0.6819,1.9428,1.7420,1.4693,1.4929,1.6082,1.8520,1.3355,1.3991,1.0816,1.3972,2.0885,0.8756,0.6168,0.8517,0.7362,1.5762,NQC,1.5315,1.2864,1.1439,1.0929,0.7850,0.7939,0.7583,1.2496,1.2854,1.3415,1.1944,1.3716,1.3866,0.7844,1.1679,1.4632,1.3388,1.2519,NQC,1.1377,NQC,NQC,0.9336,0.9469,NQC,1.9343,1.7824,NQC,1.7489,2.0874,NQC,1.6087,1.6208,1.4949,1.5499,NQC,1.4374,1.6330,NQC,1.5399,1.3251,1.2050,1. 1209,1.0118,0.9951,0.9615,0.9617,NQC,1.2406,0.7992,0.8843,0.7815,0.8091,NQC,1.7289,1.6066,1.7904,1.6393,NQC,1.4138,NQC,NQC,NQC,1.4271,NQC
2.3664,2.1972,2.1466,2.0552,1.8669,1.9932,1.9090,1.8476,1.8934,1.8530,NQC,1.8249,NQC,1.7700,1.7882,1.4396,0.7509,NQC,0.6806,0.7376,0.6840,1.2473,1.6022,1.5500,1.4340,1 .6232,1.1984,1.0974,NQC,1.0077,NQC,1.6463,1.5590,NQC,1.4819,1.7600,1.7031,NQC,1.6455,1.4995,1.7363,NQC,1.4833,1.4698,1.0119,1.4497,1.4529,1.4038,0.7900,0.9365,1.1308,0.9588,1.0064,1.5271,1.0933,-0.4407,NQC,0.9339,NQC,0.1914,0.5234,1.4122,1.4394,0.8541,0.8274,0.9351,0.9792,1.0073,1.0071,0.7233,0.7271,0.7915,0.9782,0.8142,0.6587,0.7117,1.2174,1.5088,1.7738,1.9748,1.6750,1.1449,1.3694,1.0654,1.1473,1.3102,1.0625,1.8127,2.7210,1.0684,1.5457,1.0808,1.0748,NQC,1.2865,1.4778,1.2770,1.9073,2.0066,1.7589,1.6080,1.1724,1.3194,1.8649,0.8034,0.8014,1.8307,1.5344,NQC,1.0341,1.3470,1.3492,1.3079,1.8310,1.4122,1.7847,1.0994,0.7264,-0.2320,0.2437,0.3916,1.1787,1.0384,1.9060,1.7080,0.8899,1.3781,1.6235,1.6921,1.2990,1.3388,1.1569,1.3551,2.0961,0.7934,0.5209,0.7532,0.5854,1.5757,NQC,NQC,1.2161,1.1622,0.9746,NQC,0.6380,0.7405,1.0827,1.2840,1.0655,1.0621,1.3420,1.3770,0.8046,1.1769,1.4689,1.3393,1.2680,NQC,1.1427,0.8080,0.9064,0.8490,0.9519,0.7247,1.9344,1.7777,NQC,1.7119,2.0882,NQC,1.6049,1.5969,1.4718,1.5658,NQC,1.4324,1.6384,NQC,1.5416,1.3213,1.2103,1.1282,1.0249,0.7785,0.9340,0.8211,0.7259,1.2864,0.7946,0.8779,0.7498,0.7333,0.7025,1.7300,1.5990,1.8202,1.6422,1.1516,1.4221,1. 1095,1.1039,1.2901,1.3534,1.4009
2.3523,2.1868,2.1331,NQC,1.8700,NQC,1.9043,NQC,NQC,NQC,NQC,1.8516,NQC,1.7417,1.8149,1.3860,0.7140,0.8409,0.7042,0.9988,0.7370,1.1919,1.6961,1.5807,1.3579,1.6818,1.2691,1.0935,0.8755,NQC,NQC,1.6216,1.5538,1.5290,NQC,1.7464,1.7039,1.6748,NQC,1.5890,1.7271,1.6269,1.4636,1.5297,0.7808,1.4693,1.5161,1.6255,0.6713,0.8052,1.0821,0.8938,0.8405,1.3972,1.0852,0.5617,0.5522,1.1039,NQC,0.4157,0.7990,1.1553,1.4286,0.6315,0.6428,0.8503,0.9874,1.1762,1.0668,0.6923,0.6560,0.7181,1.1402,0.8233,0.6482,0.7064,1.1538,1.4172,1.8101,2.0335,1.7323,0.8447,NQC,1.0702,NQC,1.3382,1.0037,1.8824,2.4962,0.8937,NQC,0.6572,0.6664,NQC,NQC,1.6386,1.2710,1.9521,2.0056,1.7702,1.6519,1.1955,1.3066,1.8649,0.9151,0.8777,1.8307,1.2348,1.0998,1.0730,NQC,1.1794,1.3079,1.3571,1.2079,1.7847,1.0994,0.7264,1.1571,NQC,0.7483,1.2224,NQC,1.9788,1.7590,1.3066,1.3262,1.5640,1.2615,1.3548,1.3184,0.9845,1.4093,2.0300,0.8274,0.8216,0.9935,0.7287,1.5944,NQC,1.5741,1.2697,0.8656,0.7866,0.8318,0.8971,0.7803,0.7619,1.0850,0.8240,0.7865,1.1811,1.1866,0.7000,1.1650,1.4530,1.3579,1.2545,1. 0460,NQC,NQC,NQC,0.8772,NQC,0.8133,1.9419,1.8251,1.8914,NQC,2.0855,NQC,1.5397,1.5124,1.4683,1.5580,1.4099,1.4369,1.6661,NQC,1.5702,1.3920,1.2579,1.1264,1.0270,0.7778,0.9539,0.8052,NQC,1.2887,0.7921,0.9464,0.7628,0.7280,NQC,1.7396,1.6017,1.7855,NQC,1.1938,1.5870,1.3750,NQC,1.4015,NQC,NQC
2.3312,NQC,2.1628,NQC,1.7085,NQC,NQC,1.4665,NQC,NQC,NQC,NQC,1.4595,1.4482,1.2509,1.0146,0.5335,0.4842,NQC,NQC,NQC,0.6139,NQC,NQC,0.5559,NQC,NQC,NQC,0.7994,NQC,NQC,NQC,NQC,1.4121,NQC,NQC,NQC,1.4108,NQC,1.3528,NQC,1.4155,0.9665,1.1532,0.3420,0.9324,1.0716,0.0579,0.7727,0.2363,1.0004,0.2387,0.3871,1.2555,0.9658,-0.1649,NQC,NQC,NQC,NQC,NQC,NQC,1.4219,0.6610,0.3209,0.3812,0.9496,0.6331,0.8604,0.2695,0.2642,0.3245,0.5723,0.5668,0.2282,0.3176,1.0992,1.5582,NQC,NQC,NQC,0.4042,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.7383,0.6756,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.1570,NQC,1.8649,0.2401,0.2624,1.8307,1.4893,1.1073,1.0684,1.4106,1.1801,1.3079,1.0445,1.1189,1.7847,1.0994,0.7264,NQC,NQC,NQC,0.9769,NQC,1.2668,1.3525,NQC,1.0274,1.3318,1.0318,NQC,1.2838,0.7453,1.1686,1.9687,NQC,0.3853,0.9287,NQC,NQC,1.1792,NQC,NQC,0.6477,0.2824,0.9048,NQC,0.2053,0.6498,0.8551,1.0513,0.7187,1.1471,1.1636,0.3502,NQC,NQC,NQC,NQC,0.9321,NQC,NQC,0.5231,NQC,NQC,0.4054,2.0605,NQC,1.4655,1.7530,2.5733,NQC,1.3518,1.3448,1.2235,NQC,1.1310,NQC,NQC,1.0441,NQC,NQC,NQC,NQC,1.0433,0.7627,0.9343,0.6012,0.6590,1.1850,NQC,NQC,NQC,0.6301,0.3690,1.7376,1.6299,1.8028,NQC,1.1442,NQC,NQC,NQC,NQC,1.4106,NQC
NQC,NQC,NQC,NQC,1.7153,2.0080,NQC,NQC,NQC,NQC,NQC,1.6981,NQC,1.6781,1.6198,1.2516,0.6559,0.4941,0.8485,NQC,NQC,1.0077,NQC,NQC,0.9024,NQC,NQC,NQC,NQC,1.0327,0.7543,NQC,NQC,1.2944,NQC,NQC,NQC,1.6125,NQC,1.5054,1.6932,NQC,0.7549,1.2601,0.2004,0.6821,0.9937,0.6791,0.3764,0.4836,0.3875,0.7548,0.1033,1.6157,0.6526,0.6465,0.7316,NQC,NQC,0.6874,NQC,NQC,1.4114,0.4713,0.2278,0.6323,0.3471,0.4340,1.0096,0.4775,0.2019,0.1859,1.0459,0.2085,0.1988,0.0991,0.9999,1.2317,NQC,NQC,1.7198,0.1165,NQC,NQC,NQC,1.6335,NQC,2.0026,2.2382,1.0279,NQC,0.8626,NQC,1.4098,NQC,1.5452,NQC,NQC,NQC,NQC,1.6094,NQC,NQC,1.8649,0.2580,0.1824,1.8307,1.5817,NQC,1.0875,NQC,1.1600,1.3079,1.2643,1.1337,1.7847,1.0994,0.7264,NQC,NQC,NQC,0.9099,NQC,1.6332,1.5420,NQC,1.1091,0.7916,1.1626,NQC,0.6103,0.6098,0.7196,2.0540,NQC,NQC,NQC,NQC,NQC,0.8600,NQC,NQC,0.8230,1.3171,0.5950,NQC,0.5381,0.8325,1.0370,0.6984,0.4419,1.1697,1.1692,0.5353,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.2473,NQC,NQC,0.4127,1.9976,NQC,1.4485,1.7453,2.0987,1.1641,1.0452,0.8333,0.9041,NQC,NQC,NQC,NQC,0.5143,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,-0.0549,0.7668,NQC,NQC,NQC,NQC,-0.1471,NQC,1.6041,1.8025,NQC,1.1732,NQC,NQC,NQC,NQC,1.5103,NQC
